id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
314484,1,44,1,28,0,2,1,2630,26,143,1
314485,0,26,1,45,0,0,1,2630,157,142,1
314495,0,36,1,7,0,0,1,58394,26,87,1
314496,1,36,1,39,0,0,1,2630,124,256,1
314504,1,42,1,33,0,0,1,27917,124,86,1
314508,1,22,1,14,0,1,1,42474,163,141,1
314521,0,48,1,17,0,0,1,35349,157,232,1
314526,1,38,1,28,0,0,1,34149,124,104,1
314530,0,60,1,28,0,0,1,84944,26,88,1
314554,1,58,1,28,0,0,1,37242,157,169,1
314556,0,39,1,45,0,0,1,28249,152,20,1
314560,1,38,1,28,0,0,1,32432,111,290,1
314566,1,54,1,28,0,2,1,55619,124,103,1
314568,0,58,1,35,0,0,1,33562,124,104,1
314590,0,40,1,28,0,0,1,38798,122,110,1
314594,0,60,1,36,0,0,0,44043,26,298,1
314606,0,40,1,28,0,0,1,26144,13,176,1
314612,0,25,1,10,0,1,1,22637,152,233,1
314635,1,70,1,28,0,0,1,32019,124,78,1
314637,1,58,1,8,0,0,1,41472,124,31,1
314639,1,41,1,28,0,0,1,32661,26,50,1
314642,1,39,1,15,0,0,1,31695,124,267,1
314646,1,48,1,28,0,0,1,38551,25,219,1
314666,1,41,1,28,0,0,1,45288,26,100,1
314668,1,49,1,28,0,2,1,62302,26,32,1
314670,0,37,1,30,0,0,1,27958,26,33,1
314683,1,33,1,28,0,0,1,38342,124,128,1
314690,0,34,1,3,0,0,1,2630,124,29,1
314691,0,29,1,3,0,0,1,2630,156,258,1
314696,0,24,1,2,0,1,1,29766,152,242,1
314699,1,57,1,28,0,2,1,26051,26,114,1
314706,1,32,1,15,0,0,1,2630,124,262,1
314711,1,22,1,6,0,1,1,39400,152,20,1
314712,1,38,1,28,0,0,1,28914,124,160,1
314716,1,48,1,41,0,0,1,2630,25,93,1
314723,0,78,1,28,0,2,1,24370,124,40,1
314724,1,45,1,40,0,0,1,32934,122,206,1
314730,0,45,1,46,0,0,1,20655,26,54,1
314758,1,25,1,8,0,1,1,46157,152,44,1
314763,1,46,1,28,0,1,1,50800,26,18,1
314782,0,36,1,28,0,0,1,37497,124,27,1
314787,0,40,1,28,0,0,1,43202,124,59,1
314789,1,48,1,28,0,0,1,37741,124,229,1
314792,1,48,1,28,0,2,1,44342,26,57,1
314795,1,40,1,24,0,0,1,31899,157,198,1
314798,0,63,1,28,0,0,1,26814,26,63,1
314823,0,38,1,28,0,0,1,35978,163,17,1
314829,1,42,1,7,0,0,1,2630,157,217,1
314833,1,45,1,28,0,0,1,54069,124,193,1
314839,1,46,1,28,0,0,1,30541,26,46,1
314846,1,44,1,46,0,0,1,28310,124,93,1
314853,1,45,1,13,0,0,1,33840,124,140,1
314854,1,54,1,6,0,0,1,34126,124,133,1
314867,0,47,1,28,0,0,1,2630,122,272,1
314879,0,54,1,28,0,0,1,49193,155,77,1
314884,0,46,1,28,0,0,1,38928,25,111,1
314902,1,39,1,28,0,0,1,24126,124,229,1
314907,0,43,1,28,0,2,1,44333,26,228,1
314919,1,64,1,39,0,2,1,37972,124,299,1
314922,0,22,1,45,0,1,1,42008,152,182,1
314928,1,24,1,39,0,1,1,29746,152,180,1
314936,1,36,1,3,0,0,1,29461,129,22,1
314938,1,25,1,49,0,1,1,2630,152,190,1
314945,0,38,1,28,0,0,1,44633,26,86,1
314947,0,44,1,28,0,0,1,53287,26,168,1
314949,1,32,1,28,0,0,1,66558,124,119,1
314954,0,32,1,8,0,1,1,58055,26,297,1
314963,1,40,1,28,0,2,1,33206,122,83,1
314977,0,54,1,35,0,0,1,26538,26,160,1
314978,1,42,1,50,0,0,1,35513,124,67,1
314979,1,44,1,28,0,0,1,46208,26,116,1
315004,0,52,1,28,0,0,1,37367,24,45,1
315052,1,33,1,48,0,0,1,2630,26,175,1
315053,1,57,1,46,0,2,1,2630,26,11,1
315056,1,42,1,33,0,1,0,2630,1,180,1
315070,0,59,1,19,0,2,1,36244,3,171,1
315087,0,40,1,28,0,0,1,26945,26,47,1
315105,1,42,1,41,0,0,1,24546,31,283,1
315122,1,32,1,33,0,0,1,42572,124,60,1
315128,1,61,1,45,0,0,1,2630,158,51,1
315134,1,40,1,48,0,0,1,2630,124,24,1
315142,1,46,1,46,0,0,1,33439,11,72,1
315149,1,43,1,28,0,0,1,24713,26,161,1
315159,0,22,1,16,0,1,1,2630,160,70,1
315169,1,30,1,47,0,1,1,25398,124,248,1
315196,1,34,1,41,0,0,0,40460,124,108,1
315200,1,36,1,28,0,0,1,45104,15,235,1
315213,1,40,1,15,0,0,1,33878,14,289,1
315227,1,37,1,28,0,0,1,30953,26,126,1
315249,1,53,1,46,0,0,1,2630,156,38,1
315255,1,51,1,24,0,2,1,28200,26,128,1
315258,1,54,1,28,0,0,1,56223,26,185,1
315272,1,48,1,38,0,0,1,2630,26,81,1
315277,0,75,1,19,0,0,1,2630,3,68,1
315287,1,36,1,21,0,0,1,31533,26,287,1
315292,0,20,1,17,0,1,1,26136,160,256,1
315303,0,66,1,39,0,0,1,2630,157,170,1
315304,1,30,1,35,0,1,1,29711,152,91,1
315307,0,43,1,29,0,0,1,38294,124,33,1
315313,1,36,1,28,0,0,1,47500,147,100,1
315318,1,48,1,18,0,0,1,36567,124,129,1
315323,0,64,1,28,0,0,1,2630,156,73,1
315334,1,43,1,28,0,0,1,29697,26,265,1
315335,0,42,1,31,0,0,1,2630,124,179,1
315339,0,24,1,29,0,1,1,42669,151,246,1
315347,1,23,1,10,0,1,1,2630,152,157,1
315349,1,41,1,41,0,0,1,36855,109,208,1
315355,1,74,1,28,0,2,1,40797,122,124,1
315362,1,28,1,28,0,0,1,2630,156,75,1
315365,1,47,1,28,0,2,1,37340,124,21,1
315404,1,32,1,8,0,0,1,40242,154,24,1
315411,1,50,1,15,0,0,1,27023,124,35,1
315424,1,41,1,28,0,0,1,63400,124,92,1
315463,1,31,1,4,0,1,1,2630,152,235,1
315466,1,46,1,28,0,0,1,39387,124,261,1
315475,1,76,1,28,0,0,1,26382,124,40,1
315484,0,65,1,28,0,0,1,35590,122,214,1
315490,1,33,1,28,0,0,1,72632,26,299,1
315504,1,70,1,50,0,0,1,2630,124,75,1
315523,1,37,1,46,0,0,1,20613,152,144,1
315538,1,47,1,19,0,0,1,31860,26,10,1
315539,1,45,1,8,0,0,1,26650,156,274,1
315545,1,36,1,2,0,0,1,27224,124,18,1
315557,1,52,1,28,0,0,1,28665,124,252,1
315560,0,44,1,28,0,0,1,2630,157,66,1
315561,1,51,1,24,0,0,1,29252,124,93,1
315563,1,26,1,41,0,1,1,38491,124,267,1
315565,0,58,1,28,0,0,1,29884,26,134,1
315569,1,44,1,28,0,0,1,30446,26,286,1
315577,0,58,1,11,0,0,1,2630,26,222,1
315603,1,41,1,28,0,0,1,45041,26,42,1
315605,0,37,1,38,0,0,1,20730,26,230,1
315610,0,46,1,35,0,0,1,27939,26,131,1
315612,0,51,1,8,0,0,1,29796,124,291,1
315614,1,29,1,15,0,0,1,2630,156,258,1
315627,1,43,1,46,0,0,1,2630,124,44,1
315640,0,36,1,37,0,0,1,28841,163,165,1
315661,1,23,1,28,0,1,1,39685,152,70,1
315662,1,43,1,28,0,0,1,50365,26,267,1
315695,0,22,1,45,0,1,0,29601,160,189,1
315696,0,30,1,30,0,1,1,2630,152,261,1
315705,0,34,1,37,0,0,1,26477,154,55,1
315707,1,57,1,36,0,0,1,31465,163,13,1
315713,1,21,1,30,0,1,1,2630,163,209,1
315716,0,60,1,8,0,0,1,31271,26,270,1
315724,0,41,1,25,0,0,1,2630,156,84,1
315725,1,46,1,8,0,0,1,45974,26,257,1
315736,1,27,1,28,0,1,1,46340,152,129,1
315756,1,50,1,28,0,0,1,51213,26,142,1
315767,1,41,1,46,0,2,1,43734,124,127,1
315777,1,60,1,3,0,0,1,53972,26,201,1
315785,1,60,1,51,0,0,1,60869,26,228,1
315786,1,50,1,28,0,0,1,46803,26,193,1
315787,0,30,1,3,0,0,1,29519,155,35,1
315792,1,58,1,43,0,0,1,2630,26,60,1
315798,1,41,1,28,0,0,1,34655,124,26,1
315810,1,22,1,30,0,1,1,24868,152,77,1
315811,1,41,1,28,0,0,1,32908,26,43,1
315814,0,29,1,33,0,0,1,34025,155,188,1
315815,1,34,1,8,0,0,1,30051,154,169,1
315818,0,38,1,28,0,0,1,36696,124,152,1
315825,0,36,1,28,0,0,1,36370,26,136,1
315854,0,61,1,50,0,2,1,23754,8,88,1
315861,0,35,1,39,0,0,1,34602,124,187,1
315865,1,58,1,8,0,0,1,40008,26,127,1
315886,1,35,1,35,0,0,1,22376,152,61,1
315895,1,23,1,30,0,1,0,30929,152,155,1
315899,1,32,1,28,0,0,1,30491,158,294,1
315901,0,54,1,11,0,0,1,31760,157,205,1
315923,1,25,1,28,0,1,1,44726,152,150,1
315927,1,23,1,28,0,1,1,2630,163,36,1
315933,0,24,1,30,0,1,1,29734,152,245,1
315935,0,38,1,41,0,0,1,2630,157,184,1
315937,1,29,1,23,0,1,1,25334,124,33,1
315938,1,24,1,39,0,1,1,28104,152,175,1
315946,1,36,1,34,0,2,1,34963,122,186,1
315954,0,42,1,28,0,0,1,27231,26,86,1
315975,1,30,1,2,0,1,1,22359,152,104,1
315991,0,43,1,35,0,0,1,27670,124,28,1
316012,1,53,1,41,0,2,1,2630,12,180,1
316015,1,47,1,14,0,0,1,35166,26,136,1
316016,0,55,1,28,0,0,1,30544,124,277,1
316025,1,46,1,28,0,0,1,30253,124,258,1
316041,1,42,1,2,0,0,1,34777,124,75,1
316043,1,46,1,28,0,0,1,25383,25,88,1
316057,1,44,1,28,0,0,1,38372,124,82,1
316066,0,60,1,28,0,0,1,56064,122,105,1
316075,0,34,1,8,0,0,1,2630,124,115,1
316085,0,32,1,8,0,1,1,33677,7,70,1
316086,1,34,1,11,0,0,1,36789,26,183,1
316089,0,49,1,28,0,0,1,35826,26,205,1
316111,1,29,1,46,0,1,1,28441,124,258,1
316113,1,32,1,28,0,0,1,30622,122,166,1
316122,0,47,1,28,0,0,1,43374,26,116,1
316123,1,43,1,27,0,0,1,33774,124,101,1
316124,1,43,1,28,0,0,1,43305,124,151,1
316128,1,59,1,28,0,0,1,31761,26,252,1
316139,1,23,1,21,0,1,1,27720,152,89,1
316148,1,50,1,28,0,0,1,38907,26,195,1
316153,1,51,1,11,0,0,1,41894,124,21,1
316160,1,54,1,8,0,0,1,29875,26,51,1
316161,0,60,1,41,0,0,1,82060,26,181,1
316170,1,46,1,35,0,0,1,27505,26,74,1
316173,1,54,1,28,0,0,1,46777,3,99,1
316185,0,42,1,16,0,0,1,2630,157,126,1
316187,1,23,1,41,0,1,1,32591,152,151,1
316192,1,36,1,28,0,0,1,33749,124,135,1
316200,0,48,1,50,0,0,1,2630,157,98,1
316204,0,75,1,28,0,2,1,34337,23,204,1
316210,0,43,1,28,0,0,1,45278,61,192,1
316213,0,73,1,15,0,0,1,28531,154,219,1
316223,0,47,1,28,0,0,1,38574,26,24,1
316241,1,38,1,41,0,0,1,30973,26,261,1
316247,0,21,1,3,0,1,1,24374,163,200,1
316250,1,41,1,46,0,0,0,39466,26,218,1
316266,1,43,1,8,0,0,1,59035,163,298,1
316268,0,41,1,19,0,0,1,23960,26,47,1
316271,1,40,1,48,0,0,1,2630,124,182,1
316272,0,42,1,28,0,0,1,50642,26,194,1
316277,0,70,1,28,0,0,0,35636,124,14,1
316279,1,51,1,31,0,0,1,2630,25,156,1
316282,1,57,1,28,0,0,1,33784,122,298,1
316286,0,41,1,28,0,0,1,28805,26,70,1
316294,0,48,1,0,0,0,1,2630,26,299,1
316296,0,51,1,28,0,0,1,59591,124,40,1
316298,1,71,1,28,0,0,1,41401,124,185,1
316314,1,67,1,11,0,0,1,2630,26,296,1
316324,1,44,1,33,0,0,1,28103,26,98,1
316334,1,68,1,39,0,0,1,64218,26,193,1
316336,0,49,1,41,0,0,1,28651,124,98,1
316359,0,33,1,28,0,0,1,54657,26,45,1
316363,0,38,1,4,0,0,1,32021,26,100,1
316364,1,46,1,8,0,0,1,34929,157,204,1
316374,1,29,1,28,0,1,1,43287,152,77,1
316379,1,64,1,36,0,0,1,55908,26,131,1
316380,1,35,1,48,0,0,1,2630,15,198,1
316388,1,33,1,29,0,1,1,2630,31,146,1
316397,1,52,1,41,0,0,1,32890,26,212,1
316410,0,44,1,41,0,0,1,39210,124,51,1
316425,0,32,1,15,0,1,1,2630,160,272,1
316428,1,61,1,28,0,2,1,69215,26,78,1
316431,0,46,1,29,0,0,1,28972,26,45,1
316459,1,53,1,3,0,0,1,2630,157,152,1
316464,1,40,1,41,0,0,1,2630,136,15,1
316470,1,51,1,28,0,0,1,40015,124,109,1
316478,1,20,1,28,0,1,1,2630,163,219,1
316483,1,40,1,46,0,0,1,40446,124,128,1
316498,1,56,1,28,0,0,1,33163,124,192,1
316500,1,25,1,8,0,1,1,40363,152,73,1
316507,0,47,1,47,0,2,1,33813,124,227,1
316511,1,61,1,15,0,0,1,51846,14,187,1
316512,0,48,1,14,0,0,1,38740,26,130,1
316521,1,45,1,28,0,0,1,48523,26,174,1
316532,1,43,1,28,0,0,1,37735,26,283,1
316561,1,45,1,28,0,0,1,49426,26,97,1
316569,0,43,1,46,0,0,1,36357,90,192,1
316575,1,46,1,28,0,0,1,24153,124,126,1
316583,0,50,1,28,0,2,1,39520,56,272,1
316584,1,46,1,28,0,0,1,40852,26,29,1
316597,0,65,1,36,0,0,1,52997,26,91,1
316599,0,32,1,8,0,1,1,2630,125,124,1
316600,0,58,1,8,0,0,1,36024,26,63,1
316608,0,35,1,28,0,0,1,2630,156,264,1
316611,1,48,1,28,0,0,1,43308,26,218,1
316620,1,34,1,36,0,0,1,2630,26,12,1
316643,1,78,1,43,0,2,1,2630,26,278,1
316645,1,41,1,35,0,0,1,32793,157,199,1
316675,1,24,1,36,0,1,1,2630,152,59,1
316676,0,35,1,4,0,0,1,2630,157,93,1
316686,0,29,1,28,0,0,1,34037,124,289,1
316697,1,32,1,18,0,0,1,23388,124,121,1
316714,1,38,1,50,0,0,1,20488,163,14,1
316727,1,46,1,24,0,0,1,29938,124,176,1
316736,1,47,1,50,0,2,1,43627,25,215,1
316737,1,40,1,30,0,0,1,35675,155,43,1
316745,0,33,1,2,0,0,1,2630,157,241,1
316747,1,52,1,28,0,2,1,32432,26,21,1
316750,1,36,1,35,0,0,1,41806,124,201,1
316762,0,44,1,24,0,0,1,2630,124,170,1
316764,1,43,1,41,0,0,1,97065,12,146,1
316769,0,40,1,50,0,0,1,53499,8,159,1
316771,0,49,1,32,0,0,1,29851,26,219,1
316789,1,34,1,28,0,0,1,48440,26,24,1
316790,0,42,1,28,0,0,1,43278,26,133,1
316793,1,40,1,28,0,0,1,32765,122,177,1
316798,1,39,1,35,0,0,1,2630,124,31,1
316806,0,45,1,28,0,0,1,2630,156,149,1
316810,1,71,1,28,0,0,1,33589,30,52,1
316813,0,43,1,28,0,0,1,49048,13,156,1
316816,1,72,1,28,0,2,1,72652,26,195,1
316818,0,48,1,28,0,0,1,33321,26,109,1
316870,1,54,1,28,0,0,1,39224,13,39,1
316885,1,72,1,28,0,0,1,31094,26,139,1
316889,1,50,1,8,0,0,1,24946,26,142,1
316893,1,72,1,28,0,0,1,36699,122,171,1
316894,1,51,1,46,0,2,1,40018,26,228,1
316902,1,68,1,7,0,0,1,29756,31,182,1
316907,0,26,1,5,0,1,1,28945,152,56,1
316912,0,59,1,28,0,0,1,61872,122,138,1
316931,1,61,1,28,0,0,1,45497,26,131,1
316937,0,39,1,28,0,2,1,25386,157,66,1
316943,1,32,1,37,0,1,1,2630,156,91,1
316966,1,46,1,37,0,0,1,2630,26,18,1
316968,1,36,1,8,0,0,1,2630,157,68,1
316974,1,49,1,47,0,0,1,35467,163,205,1
316978,1,23,1,19,0,1,1,42387,124,181,1
316986,1,23,1,4,0,1,1,17769,152,68,1
317003,0,24,1,41,0,1,1,36759,153,170,1
317031,1,50,1,50,0,0,1,2630,157,89,1
317035,0,42,1,28,0,0,1,37246,122,55,1
317037,1,42,1,28,0,0,1,24489,124,115,1
317044,1,64,1,28,0,2,1,37559,124,123,1
317045,0,29,1,28,0,0,1,2630,157,84,1
317047,0,36,1,28,0,0,1,56295,26,63,1
317048,1,40,1,28,0,0,1,39678,26,138,1
317058,1,28,1,12,0,1,1,2630,156,51,1
317060,1,44,1,11,0,0,1,20556,124,168,1
317065,1,52,1,28,0,0,1,47216,124,167,1
317068,0,24,1,3,0,1,0,29118,152,196,1
317075,1,29,1,30,0,1,1,39232,152,161,1
317078,0,39,1,14,0,0,1,2630,124,101,1
317082,0,58,0,28,0,0,1,36981,122,231,1
317087,1,44,1,28,0,0,1,46903,154,115,1
317103,1,42,1,7,0,0,1,2630,124,236,1
317105,1,52,1,47,0,0,1,2630,157,13,1
317109,1,31,1,13,0,1,1,32061,124,108,1
317110,0,56,1,28,0,2,1,36436,26,163,1
317130,0,24,1,9,0,0,1,36235,26,235,1
317131,1,38,1,45,0,0,1,28884,124,142,1
317136,0,36,1,28,0,0,1,43606,163,191,1
317139,1,22,1,47,0,1,1,35998,152,151,1
317141,0,43,1,33,0,0,1,36740,163,238,1
317217,1,38,1,9,0,0,1,31136,154,172,1
317236,1,54,1,28,0,2,1,34838,26,157,1
317239,1,52,1,36,0,0,1,31138,124,261,1
317244,1,39,1,51,0,2,1,2630,124,38,1
317248,1,44,1,28,0,0,1,41821,124,236,1
317260,0,39,1,28,0,0,1,46680,120,84,1
317271,1,41,1,8,0,0,1,2630,26,128,1
317272,1,50,1,28,0,0,1,42234,26,35,1
317276,0,53,1,4,0,0,1,41292,124,250,1
317285,0,47,1,28,0,0,1,51735,26,112,1
317290,1,66,1,28,0,0,1,51411,26,146,1
317303,0,37,1,28,0,0,1,35476,26,33,1
317304,1,46,1,8,0,0,1,60988,26,179,1
317308,1,47,1,28,0,0,1,37601,124,91,1
317311,0,30,1,28,0,1,1,45996,52,291,1
317356,1,63,1,28,0,0,1,34330,26,50,1
317371,1,67,1,29,0,0,1,53352,26,134,1
317374,0,35,1,28,0,0,1,37256,124,223,1
317380,1,25,1,30,0,1,1,2630,160,160,1
317387,1,48,1,8,0,0,1,51629,26,153,1
317388,1,65,1,41,0,2,1,32941,26,169,1
317403,1,46,1,28,0,0,1,47921,124,133,1
317443,1,54,1,48,0,0,1,2630,124,81,1
317453,1,50,1,28,0,0,1,43923,26,32,1
317468,1,45,1,28,0,0,1,63405,26,19,1
317469,0,24,1,36,0,1,1,35456,152,137,1
317471,1,59,1,28,0,2,1,32198,26,204,1
317477,0,41,1,28,0,0,1,32356,26,84,1
317480,1,56,1,33,0,0,1,42742,124,296,1
317495,1,69,1,28,0,0,1,46612,124,86,1
317498,1,46,1,28,0,0,1,44012,124,54,1
317522,1,50,1,4,0,0,1,32989,26,145,1
317531,1,34,1,28,0,0,1,30586,152,158,1
317541,1,34,1,41,0,0,1,27486,30,264,1
317547,0,34,1,33,0,0,1,2630,157,51,1
317568,1,73,1,41,0,0,1,2630,26,66,1
317574,0,40,1,36,0,0,1,28613,26,78,1
317579,0,43,1,41,0,0,1,2630,124,287,1
317599,0,34,1,2,0,0,1,34470,155,172,1
317601,1,53,1,28,0,0,1,30042,124,99,1
317620,1,37,1,28,0,0,1,49695,26,113,1
317623,1,42,1,3,0,0,0,33998,124,77,1
317641,1,40,1,28,0,0,1,37826,124,269,1
317650,1,53,1,41,0,0,1,38934,26,102,1
317662,1,28,1,21,0,0,1,30314,157,197,1
317668,1,34,1,11,0,0,1,35461,124,293,1
317677,0,46,1,28,0,0,1,31438,25,153,1
317682,1,25,1,28,0,1,1,38489,152,161,1
317699,1,49,1,3,0,0,1,43433,163,216,1
317711,0,45,1,41,0,0,1,29812,124,287,1
317713,1,26,1,28,0,1,1,65801,152,234,1
317720,1,46,1,28,0,2,1,35328,26,75,1
317735,0,37,1,29,0,0,1,33182,124,26,1
317739,0,42,1,28,0,0,1,32619,26,46,1
317746,1,22,1,46,0,0,1,30216,157,59,1
317752,0,32,1,28,0,0,1,18797,154,215,1
317755,0,33,1,28,0,1,1,41260,26,56,1
317767,0,35,1,4,0,0,1,30722,124,173,1
317771,0,38,1,28,0,0,1,38304,124,208,1
317776,0,30,1,29,0,1,1,2630,26,32,1
317783,1,49,1,8,0,0,1,2630,26,58,1
317800,0,47,1,8,0,0,1,81948,26,76,1
317808,1,32,1,12,0,1,1,21579,152,230,1
317818,0,38,1,28,0,0,1,57234,55,16,1
317822,0,29,1,36,0,1,1,35992,156,145,1
317838,1,47,1,8,0,0,1,23261,26,24,1
317849,1,35,1,28,0,0,1,2630,157,235,1
317850,0,42,1,28,0,0,1,31299,124,250,1
317855,1,23,1,41,0,1,1,26505,152,11,1
317864,1,43,1,20,0,0,1,2630,26,51,1
317865,1,58,1,28,0,0,1,77503,26,51,1
317894,1,34,1,31,0,0,1,2630,148,214,1
317895,1,47,1,29,0,0,1,2630,157,293,1
317896,0,35,1,41,0,0,1,30204,124,227,1
317927,1,25,1,39,0,1,1,2630,151,254,1
317936,0,41,1,26,0,0,1,38662,124,178,1
317947,1,39,1,46,0,0,1,22122,124,132,1
317953,0,35,1,28,0,0,1,42986,31,249,1
317954,0,30,1,8,0,1,1,51443,124,11,1
317956,0,45,1,36,0,0,1,33553,163,255,1
317960,0,41,1,28,0,0,1,33487,124,231,1
317961,1,42,1,28,0,0,1,2630,26,27,1
317964,1,32,1,28,0,1,1,32025,124,117,1
317969,0,32,1,11,0,0,1,2630,156,261,1
317970,1,52,1,41,0,2,1,30837,26,200,1
317971,0,32,1,28,0,1,1,27580,152,154,1
317976,1,41,1,28,0,2,1,47892,26,272,1
317979,0,25,1,13,0,1,1,52466,152,104,1
317988,1,32,1,28,0,0,1,2630,26,233,1
317994,0,29,1,28,0,0,1,2630,157,286,1
318003,1,34,1,28,0,0,1,34813,122,71,1
318027,0,61,1,47,0,0,1,55340,124,284,1
318038,1,33,1,28,0,1,1,43747,26,250,1
318047,1,44,1,41,0,2,1,32160,124,282,1
318052,1,41,1,28,0,0,1,49161,30,69,1
318059,1,48,1,28,0,0,1,48885,26,167,1
318070,1,39,1,28,0,0,1,26568,124,151,1
318077,0,41,1,12,0,0,1,24434,26,144,1
318079,1,75,1,45,0,0,1,22020,26,259,1
318080,1,38,1,28,0,0,1,40211,26,126,1
318083,0,32,1,27,0,0,1,2630,124,132,1
318086,1,27,1,6,0,1,1,2630,152,234,1
318108,1,33,1,15,0,0,1,35005,14,67,1
318118,1,30,1,1,0,0,1,2630,156,242,1
318119,1,44,1,28,0,0,0,33408,124,177,1
318124,0,31,1,7,0,0,1,30777,154,242,1
318128,1,54,1,28,0,0,1,27721,26,196,1
318130,1,50,1,41,0,0,1,31590,155,60,1
318133,0,47,1,8,0,0,1,35204,26,288,1
318139,1,39,1,28,0,0,1,30256,124,244,1
318141,0,45,1,28,0,0,1,38287,26,298,1
318153,0,31,1,30,0,0,1,36542,124,273,1
318157,1,67,1,28,0,0,1,29909,26,246,1
318158,0,39,1,26,0,0,1,35669,163,229,1
318162,1,44,1,11,0,0,1,2630,26,280,1
318165,1,53,1,6,0,0,1,32046,124,140,1
318166,0,38,1,7,0,0,1,2630,124,179,1
318169,1,73,1,28,0,2,1,52529,26,269,1
318172,0,48,1,28,0,0,1,35969,26,204,1
318180,0,51,1,38,0,0,1,2630,124,206,1
318209,0,27,1,30,0,0,1,2630,157,290,1
318211,0,44,1,28,0,2,1,40516,13,156,1
318229,0,36,1,28,0,0,1,38756,122,87,1
318233,0,40,1,28,0,0,1,2630,122,28,1
318240,1,42,1,50,0,2,1,36295,124,161,1
318258,1,44,1,45,0,0,1,25619,124,256,1
318283,1,63,1,28,0,2,1,60450,26,250,1
318284,1,42,1,48,0,0,1,2630,13,11,1
318295,0,71,1,28,0,0,1,52934,25,239,1
318311,0,33,1,28,0,0,1,38819,124,233,1
318318,0,58,1,28,0,0,1,42851,13,31,1
318347,1,48,1,46,0,2,1,42048,124,255,1
318351,1,38,1,24,0,0,1,34425,124,54,1
318360,1,37,1,28,0,0,1,37872,124,68,1
318361,1,60,1,28,0,0,1,33430,25,118,1
318371,0,41,1,28,0,0,1,26791,122,260,1
318375,1,50,1,38,0,0,1,31221,122,115,1
318389,1,40,1,28,0,0,1,39492,26,194,1
318390,1,34,1,46,0,0,1,27462,154,28,1
318394,1,51,1,28,0,2,1,56263,26,254,1
318397,1,59,1,13,0,0,1,24063,26,165,1
318415,0,36,1,8,0,0,1,35242,124,117,1
318429,1,41,1,28,0,0,1,33812,124,97,1
318485,1,31,1,30,0,1,1,36237,152,49,1
318487,0,40,1,14,0,0,1,27159,26,148,1
318498,1,44,1,28,0,2,1,39261,124,222,1
318517,1,38,1,28,0,0,1,41708,124,206,1
318531,0,51,1,41,0,0,1,36430,12,140,1
318533,1,47,1,2,0,0,1,28068,26,64,1
318544,1,56,1,29,0,0,1,2630,26,85,1
318569,1,36,1,28,0,0,1,46633,124,85,1
318581,0,52,1,50,0,0,1,30045,156,55,1
318587,0,33,1,21,0,0,1,2630,157,241,1
318605,1,44,1,28,0,0,1,45179,124,36,1
318611,1,41,1,14,0,0,1,25747,26,215,1
318622,0,52,1,3,0,0,1,29128,26,298,1
318629,1,33,1,11,0,0,1,30990,124,97,1
318632,1,26,1,46,0,1,1,31197,124,252,1
318635,0,42,1,28,0,2,1,31734,26,67,1
318686,0,34,1,8,0,0,1,37996,124,115,1
318697,0,49,1,41,0,0,1,36537,124,163,1
318722,1,54,1,28,0,0,1,43941,124,177,1
318728,0,36,1,11,0,0,1,30187,154,80,1
318745,0,23,1,5,0,1,1,22927,152,267,1
318747,1,30,1,37,0,0,1,31439,156,177,1
318752,1,56,1,28,0,0,1,57093,26,255,1
318753,1,39,1,35,0,0,1,38188,124,113,1
318754,0,42,1,50,0,0,1,2630,156,296,1
318756,0,27,1,9,0,1,1,27484,152,167,1
318760,1,64,1,8,0,2,1,60963,26,205,1
318765,1,55,1,41,0,2,1,49162,124,244,1
318771,1,39,1,30,0,0,1,25118,124,250,1
318776,0,32,1,28,0,0,1,41046,155,256,1
318786,1,65,1,28,0,2,1,44279,122,85,1
318792,1,48,1,28,0,0,1,35359,124,138,1
318799,1,49,1,8,0,0,1,2630,124,285,1
318801,1,40,1,48,0,0,1,2630,124,112,1
318803,1,54,1,50,0,0,1,37777,25,261,1
318804,1,48,1,38,0,2,1,2630,26,293,1
318805,1,46,1,18,0,0,1,2630,26,15,1
318814,0,34,1,11,0,0,1,26827,124,134,1
318819,1,50,1,28,0,2,1,40547,55,90,1
318845,1,27,1,41,0,1,1,46533,152,210,1
318847,1,45,1,6,0,0,1,40393,124,248,1
318853,1,41,1,46,0,0,1,2630,157,26,1
318856,1,56,1,45,0,0,1,2630,124,30,1
318858,1,49,1,3,0,0,1,29598,124,61,1
318867,1,54,1,39,0,0,1,55019,26,220,1
318879,1,58,1,31,0,0,1,2630,148,156,1
318882,0,41,1,28,0,2,1,74695,13,236,1
318885,1,21,1,46,0,1,1,33130,160,125,1
318890,1,44,1,43,0,0,1,40784,124,56,1
318892,1,49,1,23,0,0,1,35922,26,31,1
318898,1,65,1,28,0,0,1,49282,26,250,1
318913,1,53,1,28,0,2,1,46726,122,283,1
318918,1,24,1,18,0,1,1,42230,124,199,1
318934,1,34,1,8,0,2,1,39642,124,100,1
318943,0,37,1,46,0,0,1,2630,156,285,1
318957,1,53,1,19,0,0,1,33222,26,271,1
318979,0,24,1,28,0,1,1,132193,152,225,1
318990,1,38,1,8,0,0,1,35920,124,160,1
318996,1,51,1,28,0,2,1,33554,124,110,1
319003,1,44,1,28,0,0,1,2630,124,12,1
